Time,active_jobs,ci,emissions 
2020-04-20 00:00:00,12.5,222.92860243055557,2786.607530381945
2020-04-20 00:30:00,13.0,212.97698181618412,2768.7007636103936
2020-04-20 01:00:00,12.5,213.69091208972452,2671.1364011215564
2020-04-20 01:30:00,13.5,214.02481687985133,2889.335027877993
2020-04-20 02:00:00,13.5,217.12655981365427,2931.2085574843327
2020-04-20 02:30:00,12.5,223.99024011534408,2799.878001441801
2020-04-20 03:00:00,12.5,226.40425531914892,2830.0531914893613
2020-04-20 03:30:00,12.0,225.64506764528676,2707.740811743441
2020-04-20 04:00:00,12.5,237.99715619466653,2974.9644524333316
2020-04-20 04:30:00,9.5,224.4500920810313,2132.275874769797
2020-04-20 05:00:00,12.5,229.466986182634,2868.337327282925
2020-04-20 05:30:00,11.5,231.2678740235833,2659.5805512712077
2020-04-20 06:00:00,13.5,214.089387394463,2890.2067298252505
2020-04-20 06:30:00,11.5,202.7396095568328,2331.505509903577
2020-04-20 07:00:00,16.0,179.7533452695062,2876.0535243120994
2020-04-20 07:30:00,13.5,170.39337042188225,2300.3105006954106
2020-04-20 08:00:00,16.0,175.22445561139028,2803.5912897822445
2020-04-20 08:30:00,16.0,181.526351534909,2904.421624558544
2020-04-20 09:00:00,15.0,173.1935527624559,2597.9032914368386
2020-04-20 09:30:00,16.5,148.9003549003549,2456.8558558558557
2020-04-20 10:00:00,5.0,142.16902176382388,710.8451088191193
2020-04-20 10:30:00,6.0,135.50082804305825,813.0049682583494
2020-04-20 11:00:00,7.0,131.71955806299954,922.0369064409967
2020-04-20 11:30:00,7.5,130.0205352474212,975.154014355659
2020-04-20 12:00:00,8.5,147.8857656083115,1257.0290076706476
2020-04-20 12:30:00,8.5,135.67356570473427,1153.2253084902413
2020-04-20 13:00:00,8.5,150.8940586267952,1282.5994983277594
2020-04-20 13:30:00,9.0,138.0024298974583,1242.0218690771248
2020-04-20 14:00:00,10.0,133.62708857016116,1336.2708857016116
2020-04-20 14:30:00,9.5,130.82912810521188,1242.8767169995128
2020-04-20 15:00:00,11.0,125.1013217976448,1376.114539774093
2020-04-20 15:30:00,11.0,114.87552904963448,1263.6308195459792
2020-04-20 16:00:00,11.0,127.83232256230455,1406.1555481853502
2020-04-20 16:30:00,12.0,152.32298364872312,1827.8758037846774
2020-04-20 17:00:00,11.5,178.39488224637682,2051.5411458333333
2020-04-20 17:30:00,11.0,209.96394081686896,2309.6033489855586
2020-04-20 18:00:00,10.5,240.416142105717,2524.3694921100287
2020-04-20 18:30:00,9.0,261.49174265663737,2353.425683909736
2020-04-20 19:00:00,4.5,264.3185264106872,1189.4333688480924
2020-04-20 19:30:00,3.5,255.2550250225613,893.3925875789646
2020-04-20 20:00:00,6.0,252.51441018766755,1515.0864611260054
2020-04-20 20:30:00,5.5,248.46536981616077,1366.5595339888841
2020-04-20 21:00:00,9.0,243.9419061492959,2195.477155343663
2020-04-20 21:30:00,7.0,243.3227914152185,1703.2595399065294
2020-04-20 22:00:00,9.0,234.91478048091852,2114.2330243282668
2020-04-20 22:30:00,9.0,229.2517943459792,2063.266149113813
2020-04-20 23:00:00,9.0,222.79857640466452,2005.1871876419807
2020-04-20 23:30:00,9.0,224.2140033879164,2017.9260304912475
2020-04-21 00:00:00,9.0,223.2946335351848,2009.6517018166633
2020-04-21 00:30:00,9.5,221.20968253968252,2101.491984126984
2020-04-21 01:00:00,9.5,213.14258106076875,2024.854520077303
2020-04-21 01:30:00,10.0,210.3596988871918,2103.596988871918
2020-04-21 02:00:00,10.0,212.75982580894103,2127.59825808941
2020-04-21 02:30:00,10.5,212.8757448686824,2235.1953211211653
2020-04-21 03:00:00,10.0,209.8696036703333,2098.696036703333
2020-04-21 03:30:00,11.0,209.375528799219,2303.130816791409
2020-04-21 04:00:00,10.5,208.58158794614235,2190.1066734344945
2020-04-21 04:30:00,11.0,219.598951030794,2415.5884613387343
2020-04-21 05:00:00,10.0,219.5172726357136,2195.172726357136
2020-04-21 05:30:00,10.0,224.313068265592,2243.13068265592
2020-04-21 06:00:00,10.0,201.1444708391913,2011.444708391913
2020-04-21 06:30:00,10.5,169.1046781136181,1775.59912019299
2020-04-21 07:00:00,11.0,140.6904396371249,1547.594836008374
