Time,active_jobs,ci,emissions
2020-01-01 00:00:00,0.0,192.2292235448291,0.0
2020-01-01 00:30:00,0.0,194.25185581727337,0.0
2020-01-01 01:00:00,0.0,195.2118613917746,0.0
2020-01-01 01:30:00,0.0,190.23899070775332,0.0
2020-01-01 02:00:00,0.0,186.12267250821463,0.0
2020-01-01 02:30:00,0.0,180.21106589147288,0.0
2020-01-01 03:00:00,0.0,182.55688669337587,0.0
2020-01-01 03:30:00,0.0,182.6178719465572,0.0
2020-01-01 04:00:00,0.0,177.4195039412323,0.0
2020-01-01 04:30:00,0.0,177.79086709672168,0.0
2020-01-01 05:00:00,0.0,169.97533807390357,0.0
2020-01-01 05:30:00,0.0,172.30128127154038,0.0
2020-01-01 06:00:00,0.0,173.19789591137322,0.0
2020-01-01 06:30:00,0.0,177.20441521101242,0.0
2020-01-01 07:00:00,0.0,180.41335366092025,0.0
2020-01-01 07:30:00,0.0,183.3513786407767,0.0
2020-01-01 08:00:00,0.0,187.5160138248848,0.0
2020-01-01 08:30:00,0.0,195.51899711793848,0.0
2020-01-01 09:00:00,0.0,209.79377236936293,0.0
2020-01-01 09:30:00,0.0,221.25422899010704,0.0
2020-01-01 10:00:00,0.0,226.50189747218116,0.0
2020-01-01 10:30:00,0.0,229.49794557717647,0.0
2020-01-01 11:00:00,0.0,225.3114764097716,0.0
2020-01-01 11:30:00,0.0,225.4543777430633,0.0
2020-01-01 12:00:00,0.0,233.79698945735544,0.0
2020-01-01 12:30:00,0.5,239.80071385240467,119.90035692620233
2020-01-01 13:00:00,0.5,241.4121143182141,120.70605715910705
2020-01-01 13:30:00,0.5,243.02672532854925,121.51336266427462
2020-01-01 14:00:00,0.5,236.59980489484408,118.29990244742204
2020-01-01 14:30:00,0.5,235.56645292708467,117.78322646354233
2020-01-01 15:00:00,1.0,234.7846851730336,234.7846851730336
2020-01-01 15:30:00,1.0,238.29646267728992,238.29646267728992
2020-01-01 16:00:00,1.0,238.26056747404843,238.26056747404843
2020-01-01 16:30:00,1.0,237.94417097382888,237.94417097382888
2020-01-01 17:00:00,1.0,235.76871306631648,235.76871306631648
2020-01-01 17:30:00,1.0,239.84962291985497,239.84962291985497
2020-01-01 18:00:00,1.0,238.58005073736445,238.58005073736445
2020-01-01 18:30:00,1.0,238.2149845734775,238.2149845734775
2020-01-01 19:00:00,1.0,232.034628975265,232.034628975265
2020-01-01 19:30:00,1.0,223.4285218598196,223.4285218598196
2020-01-01 20:00:00,1.05,220.38423367207463,231.40344535567837
2020-01-01 20:30:00,1.05,212.6941002404291,223.32880525245056
2020-01-01 21:00:00,1.9,206.2742170199304,391.92101233786775
2020-01-01 21:30:00,1.7,196.4374303562384,333.9436316056053
2020-01-01 22:00:00,2.1,189.6195991400236,398.2011581940496
2020-01-01 22:30:00,2.8,173.00388162880537,484.410868560655
2020-01-01 23:00:00,2.95,163.78526762889842,483.1665395052504
2020-01-01 23:30:00,4.45,145.6035267465355,647.935694022083
2020-01-02 00:00:00,4.75,137.4164475358385,652.7281257952329
2020-01-02 00:30:00,4.75,139.05521721477874,660.512281770199
2020-01-02 01:00:00,5.25,143.47772308469015,753.2580461946233
2020-01-02 01:30:00,5.7,139.79212160137016,796.8150931278099
2020-01-02 02:00:00,5.35,147.2829080770531,787.963558212234
2020-01-02 02:30:00,5.15,147.50812887969258,759.6668637304168
2020-01-02 03:00:00,5.4,146.21267291763024,789.5484337552034
2020-01-02 03:30:00,5.05,145.15072083879423,733.0111402359108
2020-01-02 04:00:00,5.2,147.54499045405495,767.2339503610858
2020-01-02 04:30:00,4.8,146.53903345724908,703.3873605947955
2020-01-02 05:00:00,4.8,147.1087994684606,706.1222374486109
2020-01-02 05:30:00,4.85,149.03563728082665,722.8228408120092
2020-01-02 06:00:00,4.95,169.00847620882297,836.5919572336737
2020-01-02 06:30:00,3.3,197.1368141338696,650.5514866417697
2020-01-02 07:00:00,1.9,203.48422813179465,386.62003345040984
2020-01-02 07:30:00,1.6,222.71244907341355,356.3399185174617
2020-01-02 08:00:00,1.0,227.924999240883,227.924999240883
2020-01-02 08:30:00,1.0,235.14865821291653,235.14865821291653
2020-01-02 09:00:00,1.0,243.51909497045685,243.51909497045685
2020-01-02 09:30:00,1.5,243.8809480221374,365.8214220332061
2020-01-02 10:00:00,1.5,242.52395608051904,363.78593412077856
2020-01-02 10:30:00,1.5,239.7536432367282,359.6304648550923
2020-01-02 11:00:00,2.0,233.9775951794029,467.9551903588058
2020-01-02 11:30:00,2.0,234.3332614555256,468.6665229110512
2020-01-02 12:00:00,2.0,232.893123224527,465.786246449054
2020-01-02 12:30:00,2.5,236.72548517520212,591.8137129380053
2020-01-02 13:00:00,2.5,239.27231459346208,598.1807864836552
2020-01-02 13:30:00,2.5,234.92625404367843,587.315635109196
2020-01-02 14:00:00,2.5,234.93287519277075,587.3321879819268
2020-01-02 14:30:00,2.5,234.41570423291796,586.0392605822949
2020-01-02 15:00:00,2.5,237.7179969281288,594.294992320322
2020-01-02 15:30:00,2.5,234.6878567388286,586.7196418470714
2020-01-02 16:00:00,2.5,226.27603145918704,565.6900786479675
2020-01-02 16:30:00,2.5,226.0587197455395,565.1467993638487
2020-01-02 17:00:00,2.5,224.4625158515056,561.156289628764
2020-01-02 17:30:00,2.5,220.13776916397137,550.3444229099284
2020-01-02 18:00:00,2.75,215.97964917609536,593.9440352342623
2020-01-02 18:30:00,2.5,292.0137432188065,730.0343580470162
2020-01-02 19:00:00,3.5,203.01636054946752,710.5572619231364
