Time,active_jobs,ci,emissions 
2020-08-08 08:00:00,10.4,68.56416343871048,713.0672997625891
2020-08-08 08:30:00,10.4,67.3194124977743,700.1218899768527
2020-08-08 09:00:00,10.4,65.46631883354567,680.849715868875
2020-08-08 09:30:00,10.4,63.949698111439545,665.0768603589713
2020-08-08 10:00:00,10.5,62.77314382268165,659.1180101381573
2020-08-08 10:30:00,10.65,61.89158974816405,659.1454308179472
2020-08-08 11:00:00,10.75,62.00655300163328,666.5704447675578
2020-08-08 11:30:00,10.2,63.47145191903437,647.4088095741505
2020-08-08 12:00:00,9.85,64.50072639225182,635.3321549636804
2020-08-08 12:30:00,10.0,63.48756743231891,634.8756743231891
2020-08-08 13:00:00,10.35,61.679148970924544,638.379191849069
2020-08-08 13:30:00,10.25,60.4891324945314,620.0136080689468
2020-08-08 14:00:00,9.85,59.14314678804181,582.5599958622118
2020-08-08 14:30:00,10.0,56.91149746201024,569.1149746201024
2020-08-08 15:00:00,10.1,55.43123013116066,559.8554243247227
2020-08-08 15:30:00,10.1,56.22396499910808,567.8620464909916
2020-08-08 16:00:00,10.1,57.98288062086282,585.6270942707145
2020-08-08 16:30:00,10.1,58.940044038864,595.2944447925264
2020-08-08 17:00:00,10.1,58.31151789387084,588.9463307280955
2020-08-08 17:30:00,10.1,56.012540504164384,565.7266590920602
2020-08-08 18:00:00,10.1,53.771057299792695,543.0876787279062
2020-08-08 18:30:00,10.1,53.39499025400496,539.28940156545
2020-08-08 19:00:00,10.1,55.1994604010877,557.5145500509857
2020-08-08 19:30:00,10.1,58.79665552399519,593.8462207923515
2020-08-08 20:00:00,9.75,62.4798313393154,609.1783555583252
2020-08-08 20:30:00,9.6,64.37895619009274,618.0379794248903
2020-08-08 21:00:00,9.6,63.28978099156381,607.5818975190125
2020-08-08 21:30:00,9.75,59.02594383924514,575.5029524326401
2020-08-08 22:00:00,10.3,54.806848977580685,564.5105444690811
2020-08-08 22:30:00,10.35,53.60877529970051,554.8508243519003
2020-08-08 23:00:00,10.0,54.02973414455151,540.2973414455151
2020-08-08 23:30:00,9.6,54.09242773998437,519.28730630385
2020-08-09 00:00:00,9.6,53.89658942364825,517.4072584670232
2020-08-09 00:30:00,9.1,53.87766025339764,490.2867083059185
2020-08-09 01:00:00,9.1,53.736881058110114,489.00561762880204
2020-08-09 01:30:00,9.1,53.272176358666194,484.77680486386237
2020-08-09 02:00:00,9.1,53.402405672934975,485.96189162370825
2020-08-09 02:30:00,9.1,54.8647270459331,499.2690161179912
2020-08-09 03:00:00,9.1,56.54855763427882,514.5918744719372
2020-08-09 03:30:00,9.0,57.26021329049077,515.341919614417
2020-08-09 04:00:00,8.7,57.32134553908748,498.69570619006106
2020-08-09 04:30:00,8.7,57.21407483618257,497.7624510747883
2020-08-09 05:00:00,8.75,56.54706169227018,494.786789807364
2020-08-09 05:30:00,8.9,55.09191148641501,490.3180122290936
2020-08-09 06:00:00,8.95,54.14546901758364,484.6019477073736
2020-08-09 06:30:00,9.1,54.93429573117984,499.9020911537365
2020-08-09 07:00:00,8.95,56.87858023845416,509.0632931341647
2020-08-09 07:30:00,9.2,58.96926328116333,542.5172221867026
2020-08-09 08:00:00,9.55,60.28666695724186,575.7376694416598
2020-08-09 08:30:00,9.6,60.45145137809297,580.3339332296924
2020-08-09 09:00:00,9.35,61.15624735281661,571.8109127488352
2020-08-09 09:30:00,9.45,63.6956202033532,601.9236109216877
2020-08-09 10:00:00,9.45,65.69990260530801,620.8640796201606
2020-08-09 10:30:00,9.45,64.84600795395468,612.7947751648717
2020-08-09 11:00:00,9.45,62.66140516957525,592.150278852486
2020-08-09 11:30:00,9.5,61.142706150838656,580.8557084329673
2020-08-09 12:00:00,9.5,60.31253918495298,572.9691222570533
2020-08-09 12:30:00,9.55,59.63055500871794,569.4718003332564
2020-08-09 13:00:00,9.6,58.27847776876095,559.4733865801051
2020-08-09 13:30:00,9.9,55.86070351546514,553.0209648031049
2020-08-09 14:00:00,10.25,53.950242504409175,552.9899856701941
2020-08-09 14:30:00,10.3,53.826347107333646,554.4113752055366
2020-08-09 15:00:00,10.35,53.624623955431765,555.0148579387187
2020-08-09 15:30:00,10.4,51.55452379764538,536.167047495512
2020-08-09 16:00:00,10.45,49.26451959445849,514.8142297620911
2020-08-09 16:30:00,10.45,48.64711365377547,508.36233768195365
2020-08-09 17:00:00,10.45,49.13190346164009,513.4283911741389
2020-08-09 17:30:00,10.45,49.71403410105206,519.511656355994
2020-08-09 18:00:00,10.45,50.11374586469505,523.6886442860632
2020-08-09 18:30:00,10.45,50.25347709638735,525.1488356572478
2020-08-09 19:00:00,10.45,50.13936313480168,523.9563447586775
2020-08-09 19:30:00,10.45,50.032445886130645,522.8390595100652
2020-08-09 20:00:00,10.35,51.12969653179191,529.1923591040462
2020-08-09 20:30:00,10.25,54.01635972120959,553.6676871423983
2020-08-09 21:00:00,10.15,55.89484470060839,567.3326737111752
2020-08-09 21:30:00,10.1,54.37814791501881,549.2192939416899
2020-08-09 22:00:00,10.0,52.104450007894094,521.0445000789409
2020-08-09 22:30:00,9.15,51.959561407445456,475.42998687812593
2020-08-09 23:00:00,8.65,52.7946274824934,456.6735277235679
2020-08-09 23:30:00,7.1,52.87271233559558,375.3962575827286
2020-08-10 00:00:00,4.0,52.139220063648885,208.55688025459554
2020-08-10 00:30:00,4.0,50.99050530184301,203.96202120737203
2020-08-10 01:00:00,4.0,49.94438484419955,199.7775393767982
2020-08-10 01:30:00,4.0,49.357185374846495,197.42874149938598
2020-08-10 02:00:00,4.0,48.81781097950558,195.27124391802232
2020-08-10 02:30:00,4.0,47.82225195970343,191.28900783881372
2020-08-10 03:00:00,4.0,46.26226607859261,185.04906431437044
2020-08-10 03:30:00,4.0,44.559478723189216,178.23791489275686
2020-08-10 04:00:00,4.0,44.85921831433743,179.43687325734973
2020-08-10 04:30:00,4.0,48.88209216809852,195.52836867239407
2020-08-10 05:00:00,3.8,54.92612014757408,208.7192565607815
2020-08-10 05:30:00,3.25,60.61599829803515,197.00199446861424
2020-08-10 06:00:00,2.8,64.30571484639034,180.05600156989294
2020-08-10 06:30:00,2.7,65.22620319243845,176.11074861958383
2020-08-10 07:00:00,2.7,65.38688524590164,176.54459016393443
2020-08-10 07:30:00,2.55,66.58228418222849,169.78482466468265
2020-08-10 08:00:00,2.4,66.96883972984998,160.72521535163995
2020-08-10 08:30:00,2.35,64.90719626779602,152.53191122932066
2020-08-10 09:00:00,2.3,63.21290022451002,145.38967051637303
2020-08-10 09:30:00,2.2,64.46586210483206,141.82489663063055
2020-08-10 10:00:00,2.15,65.8485466697754,141.5743753400171
2020-08-10 10:30:00,2.15,64.44072807919255,138.54756537026398
2020-08-10 11:00:00,2.15,62.30886383211964,133.9640572390572
2020-08-10 11:30:00,2.15,61.96329232253376,133.22107849344758
2020-08-10 12:00:00,2.15,62.703192184992176,134.81186319773317
2020-08-10 12:30:00,2.15,63.2104970259978,135.90256860589528
2020-08-10 13:00:00,2.15,62.90932009925559,135.2550382133995
2020-08-10 13:30:00,2.15,61.78848879103168,132.8452509007181
2020-08-10 14:00:00,2.15,61.35350737063475,131.91004084686472
2020-08-10 14:30:00,2.15,62.84817413695974,135.12357439446345
2020-08-10 15:00:00,2.15,64.95278662420382,139.6484912420382
2020-08-10 15:30:00,2.15,66.15835257589467,142.24045803817353
2020-08-10 16:00:00,2.15,66.76222133757963,143.5387758757962
2020-08-10 16:30:00,2.15,67.32993791395775,144.75936651500916
2020-08-10 17:00:00,2.15,67.69348834431548,145.54099994027828
2020-08-10 17:30:00,2.15,67.69530275060279,145.544900913796
2020-08-10 18:00:00,2.2,67.95314655083683,149.49692241184104
2020-08-10 18:30:00,2.3,68.66374826799358,157.92662101638524
2020-08-10 19:00:00,2.55,67.56435354881708,172.28910154948355
2020-08-10 19:30:00,3.15,63.04523703498533,198.59249666020378
2020-08-10 20:00:00,3.4,58.56827222414391,199.1321255620893
2020-08-10 20:30:00,3.75,57.39380051242933,215.22675192160997
2020-08-10 21:00:00,3.75,56.90443603397439,213.39163512740396
2020-08-10 21:30:00,4.1,54.27595522482542,222.5314164217842
2020-08-10 22:00:00,4.2,51.73451099068666,217.28494616088398
2020-08-10 22:30:00,4.2,51.75715427695948,217.38004796322983
2020-08-10 23:00:00,4.2,52.77415171817592,221.65143721633888
2020-08-10 23:30:00,4.2,52.84835920587051,221.96310866465615
2020-08-11 00:00:00,4.2,52.619773970457125,221.00305067591992
2020-08-11 00:30:00,4.2,53.03417211006687,222.74352286228086
2020-08-11 01:00:00,4.2,53.683303854820345,225.46987619024546
2020-08-11 01:30:00,4.2,53.831334934559656,226.09160672515057
2020-08-11 02:00:00,4.2,52.786118946023485,221.70169957329864
2020-08-11 02:30:00,4.1,50.718678123475534,207.94658030624967
2020-08-11 03:00:00,4.0,51.20902138438308,204.8360855375323
2020-08-11 03:30:00,3.5,56.8292025163249,198.90220880713713
2020-08-11 04:00:00,3.0,62.71046810412245,188.13140431236735
2020-08-11 04:30:00,2.95,63.890535753950175,188.47708047415304
2020-08-11 05:00:00,2.85,62.47381436015191,178.05037092643295
2020-08-11 05:30:00,2.8,61.63611849611956,172.58113178913476
2020-08-11 06:00:00,2.7,61.7721941632679,166.78492424082333
2020-08-11 06:30:00,2.45,62.4992474780367,153.12315632118992
2020-08-11 07:00:00,2.4,63.10539358894284,151.45294461346282
2020-08-11 07:30:00,2.1,63.14341670858997,132.60117508803893
2020-08-11 08:00:00,2.1,63.55386827385173,133.46312337508863
2020-08-11 08:30:00,2.1,65.17240144261326,136.86204302948786
2020-08-11 09:00:00,2.1,67.02730903253592,140.75734896832546
2020-08-11 09:30:00,2.6,67.9971499027376,176.79258974711777
2020-08-11 10:00:00,2.6,68.1689074183863,177.23915928780437
2020-08-11 10:30:00,2.6,67.92527763284298,176.60572184539174
2020-08-11 11:00:00,2.6,67.62338284619071,175.82079540009585
2020-08-11 11:30:00,2.55,67.47908728866685,172.07167258610045
2020-08-11 12:00:00,2.45,67.16879666440416,164.56355182779018
2020-08-11 12:30:00,2.45,66.343161171302,162.54074486968992
2020-08-11 13:00:00,2.5,65.08926750843072,162.7231687710768
2020-08-11 13:30:00,2.8,63.760827700899576,178.5303175625188
2020-08-11 14:00:00,3.1,63.34161857680264,196.3590175880882
2020-08-11 14:30:00,3.05,64.39377779543632,196.40102227608077
2020-08-11 15:00:00,3.2,65.16282153792149,208.52102892134877
2020-08-11 15:30:00,3.4,64.105071200894,217.9572420830396
2020-08-11 16:00:00,3.45,62.83669052122536,216.7865822982275
2020-08-11 16:30:00,3.5,63.08272489107712,220.7895371187699
2020-08-11 17:00:00,3.65,63.84390398353552,233.03024953990464
2020-08-11 17:30:00,3.8,63.83095979129588,242.55764720692434
2020-08-11 18:00:00,3.9,63.31894930456527,246.94390228780455
2020-08-11 18:30:00,3.95,62.93415337310884,248.58990582377993
2020-08-11 19:00:00,3.95,63.14342328741272,249.41652198528027
2020-08-11 19:30:00,3.9,64.18959591362861,250.33942406315157
2020-08-11 20:00:00,3.9,65.57887997984973,255.75763192141395
2020-08-11 20:30:00,3.95,66.52755681546599,262.7838494210907
2020-08-11 21:00:00,4.05,65.8288262931128,266.6067464871068
2020-08-11 21:30:00,4.15,62.83394826257304,260.76088528967813
2020-08-11 22:00:00,4.25,59.54950393897428,253.08539174064072
2020-08-11 22:30:00,4.3,58.06175263265471,249.66553632041524
2020-08-11 23:00:00,4.3,58.12034466945042,249.9174820786368
2020-08-11 23:30:00,4.3,58.949645791945656,253.4834769053663
2020-08-12 00:00:00,4.35,60.00949239421914,261.0412919148532
2020-08-12 00:30:00,4.35,60.85613132695137,264.72417127223844
2020-08-12 01:00:00,4.35,61.195980615735465,266.20251567844923
2020-08-12 01:30:00,4.35,60.8825588395016,264.8391309518319
2020-08-12 02:00:00,4.35,60.207615615615616,261.9031279279279
2020-08-12 02:30:00,4.35,59.597909749223646,259.2509074091228
2020-08-12 03:00:00,4.4,59.582005758157386,262.1608253358925
2020-08-12 03:30:00,4.35,60.3377331466848,262.4691391880788
2020-08-12 04:00:00,4.35,60.538175652133525,263.3410640867808
2020-08-12 04:30:00,4.35,59.19701621411615,257.5070205314052
2020-08-12 05:00:00,4.35,58.19508034832571,253.14859951521683
2020-08-12 05:30:00,4.3,59.33486486862088,255.1399189350698
2020-08-12 06:00:00,4.3,61.23840920544265,263.3251595834034
2020-08-12 06:30:00,4.15,62.20978039940388,258.17058865752614
2020-08-12 07:00:00,4.1,62.461613315222905,256.0926145924139
2020-08-12 07:30:00,4.1,62.61283623851717,256.7126285779204
