Time,active_jobs,ci,emissions 
2020-03-04 07:30:00,2.5,468.6629297027273,1171.6573242568184
2020-03-04 08:00:00,2.5,458.5151725113122,1146.2879312782804
2020-03-04 08:30:00,2.5,450.0067814256959,1125.0169535642399
2020-03-04 09:00:00,2.5,442.8464725720972,1107.116181430243
2020-03-04 09:30:00,3.0,431.8313721484508,1295.4941164453523
2020-03-04 10:00:00,3.0,424.9689371257485,1274.9068113772455
2020-03-04 10:30:00,4.0,423.268329055289,1693.073316221156
2020-03-04 11:00:00,5.0,418.85860943841686,2094.2930471920845
2020-03-04 11:30:00,5.0,416.80843933023726,2084.0421966511863
2020-03-04 12:00:00,5.0,418.2439265706684,2091.219632853342
2020-03-04 12:30:00,5.0,421.1920278606428,2105.960139303214
2020-03-04 13:00:00,4.5,421.7495407475949,1897.872933364177
2020-03-04 13:30:00,4.5,426.77104067429,1920.469683034305
2020-03-04 14:00:00,5.0,436.5406638946057,2182.7033194730284
2020-03-04 14:30:00,4.0,444.5456743762624,1778.1826975050496
2020-03-04 15:00:00,3.0,460.5258589301058,1381.5775767903174
2020-03-04 15:30:00,3.5,476.4833697320269,1667.6917940620942
2020-03-04 16:00:00,3.5,487.75143728289066,1707.1300304901174
2020-03-04 16:30:00,2.5,509.51741231293687,1273.7935307823423
2020-03-04 17:00:00,2.0,523.4655795683949,1046.9311591367898
2020-03-04 17:30:00,0.5,526.6852559085929,263.34262795429646
2020-03-04 18:00:00,0.0,524.4286339686362,0.0
2020-03-04 18:30:00,0.5,522.8222366526883,261.41111832634414
2020-03-04 19:00:00,0.5,520.8356585481201,260.41782927406007
2020-03-04 19:30:00,1.5,512.2604486553828,768.3906729830742
2020-03-04 20:00:00,1.5,500.07201688870407,750.108025333056
2020-03-04 20:30:00,1.5,493.843350978505,740.7650264677575
2020-03-04 21:00:00,2.5,490.3121963031722,1225.7804907579305
2020-03-04 21:30:00,3.0,480.0253733792877,1440.0761201378632
2020-03-04 22:00:00,3.0,465.9811907983762,1397.9435723951285
2020-03-04 22:30:00,3.0,456.2295285572344,1368.688585671703
2020-03-04 23:00:00,4.5,439.6367624094187,1978.365430842384
2020-03-04 23:30:00,3.5,430.9489862887348,1508.3214520105716
2020-03-05 00:00:00,5.5,419.5308590567575,2307.4197248121664
2020-03-05 00:30:00,5.5,417.083520853102,2293.959364692061
2020-03-05 01:00:00,5.5,415.8153653490145,2286.98450941958
2020-03-05 01:30:00,6.5,415.22023841875466,2698.9315497219054
2020-03-05 02:00:00,6.5,416.6460188178354,2708.1991223159303
2020-03-05 02:30:00,6.5,420.71722115279846,2734.66193749319
2020-03-05 03:00:00,5.5,427.6564433731472,2352.11043855231
2020-03-05 03:30:00,5.0,437.4888598812674,2187.444299406337
2020-03-05 04:00:00,4.5,449.7814259572072,2024.0164168074325
2020-03-05 04:30:00,3.5,464.3103950264179,1625.0863825924625
2020-03-05 05:00:00,3.5,478.41516334700736,1674.4530717145258
2020-03-05 05:30:00,3.0,484.52475423188895,1453.574262695667
2020-03-05 06:00:00,2.5,484.7755444153522,1211.9388610383805
2020-03-05 06:30:00,3.5,477.1927685251473,1670.1746898380156
2020-03-05 07:00:00,2.5,470.0520691188421,1175.1301727971052
2020-03-05 07:30:00,3.5,459.0702301489021,1606.7458055211573
2020-03-05 08:00:00,3.5,454.06303097147287,1589.220608400155
2020-03-05 08:30:00,4.0,441.17110838783975,1764.684433551359
2020-03-05 09:00:00,4.5,429.04574137036826,1930.7058361666573
2020-03-05 09:30:00,4.0,418.8425013577469,1675.3700054309877
2020-03-05 10:00:00,0.0,417.0516622247159,0.0
2020-03-05 10:30:00,0.0,411.76949973290414,0.0
2020-03-05 11:00:00,0.0,405.0988649857778,0.0
2020-03-05 11:30:00,0.0,397.30183430648896,0.0
2020-03-05 12:00:00,0.0,396.8651302219411,0.0
2020-03-05 12:30:00,0.0,395.0278781123793,0.0
2020-03-05 13:00:00,0.0,390.2598227698075,0.0
2020-03-05 13:30:00,0.0,388.4358928608193,0.0
2020-03-05 14:00:00,0.0,386.46310365421743,0.0
2020-03-05 14:30:00,0.0,378.1607192446543,0.0
2020-03-05 15:00:00,0.0,371.04578283247554,0.0
2020-03-05 15:30:00,0.5,367.0563002112671,183.52815010563356
2020-03-05 16:00:00,0.0,374.6864628944721,0.0
2020-03-05 16:30:00,0.0,374.7954332098112,0.0
2020-03-05 17:00:00,0.0,370.676041027928,0.0
